date,product,stations,price
2019-11-12,super,15,1.774
2019-11-11,super,14,1.78
2019-11-08,unleaded95,3299,1.585
2019-11-07,super,14,1.773
2019-11-06,super,15,1.773
2019-11-05,super,15,1.773
2019-03-05,super,28,1.7
2017-09-27,unleaded95,3167,1.507
2017-08-28,unleaded95,2787,1.488
2017-07-26,unleaded95,3169,1.47
2017-07-25,unleaded95,3084,1.47
2017-07-24,unleaded95,3021,1.469
2017-07-21,unleaded95,3197,1.468
2017-07-20,unleaded95,3205,1.467
2017-07-19,unleaded95,3198,1.467
2017-07-18,unleaded95,3088,1.466
2017-07-14,unleaded95,3240,1.467
2017-07-13,unleaded95,3270,1.467
2017-07-12,unleaded95,3307,1.467
2017-07-11,unleaded95,3269,1.467
2017-07-10,unleaded95,3263,1.467
2017-07-07,unleaded95,3467,1.466
2017-07-06,unleaded95,3538,1.465
2017-07-05,unleaded95,3581,1.463
2017-07-04,unleaded95,3553,1.463
2017-07-03,unleaded95,3600,1.459
2017-06-30,unleaded95,3796,1.46
2017-06-29,unleaded95,3823,1.461
2017-06-28,unleaded95,3860,1.462
2017-06-27,unleaded95,3820,1.463
2017-06-26,unleaded95,3837,1.464
2017-06-23,unleaded95,3920,1.467
2017-06-22,unleaded95,3899,1.469
2017-06-21,unleaded95,3855,1.471
2017-06-20,unleaded95,3795,1.473
2017-06-19,unleaded95,3764,1.475
2017-06-16,unleaded95,3689,1.48
2017-06-15,unleaded95,3638,1.482
2017-06-14,unleaded95,3599,1.484
2017-06-13,unleaded95,3507,1.486
2017-06-12,unleaded95,3395,1.488
2017-06-09,unleaded95,3330,1.494
2017-06-08,unleaded95,3265,1.497
2017-06-07,unleaded95,3234,1.5
2017-06-06,unleaded95,3156,1.501
2017-06-01,unleaded95,3289,1.503
2017-05-31,unleaded95,3290,1.504
2017-05-30,unleaded95,3290,1.504
2017-05-29,unleaded95,3268,1.504
2017-05-26,unleaded95,3519,1.503
2017-05-25,unleaded95,3626,1.502
2017-05-24,unleaded95,3699,1.503
2017-05-23,unleaded95,3687,1.502
2017-05-22,unleaded95,3732,1.502
2017-05-19,unleaded95,3931,1.503
2017-05-18,unleaded95,3942,1.503
2017-05-16,unleaded95,3893,1.504
2017-05-15,unleaded95,3877,1.504
2017-05-12,unleaded95,3873,1.508
2017-05-11,unleaded95,3831,1.51
2017-05-10,unleaded95,3787,1.513
2017-05-09,unleaded95,3703,1.517
2017-05-08,unleaded95,3627,1.52
2017-05-05,unleaded95,3570,1.528
2017-05-04,unleaded95,3511,1.532
2017-05-03,unleaded95,3436,1.536
2017-05-02,unleaded95,3323,1.539
2017-04-28,unleaded95,3620,1.546
2017-04-27,unleaded95,3692,1.548
2017-04-26,unleaded95,3764,1.55
2017-04-25,unleaded95,3712,1.551
2017-04-24,unleaded95,3678,1.551
2017-04-21,unleaded95,3771,1.551
2017-04-20,unleaded95,3737,1.55
2017-04-19,unleaded95,3735,1.549
2017-04-18,unleaded95,3682,1.547
2017-04-13,unleaded95,3678,1.537
2017-04-12,unleaded95,3691,1.533
2017-04-11,unleaded95,3614,1.528
2017-04-10,unleaded95,3597,1.523
2017-04-07,unleaded95,3542,1.519
2017-04-06,unleaded95,3529,1.516
2017-04-05,unleaded95,3565,1.514
2017-04-04,unleaded95,3513,1.512
2017-04-03,unleaded95,3518,1.512
2017-03-31,unleaded95,3772,1.512
2017-03-30,unleaded95,3839,1.512
2017-03-29,unleaded95,3856,1.513
2017-03-28,unleaded95,3819,1.514
2017-03-27,unleaded95,3812,1.515
2017-03-24,unleaded95,3895,1.517
2017-03-23,unleaded95,3898,1.518
2017-03-22,unleaded95,3907,1.519
2017-03-21,unleaded95,3844,1.52
2017-03-20,unleaded95,3789,1.522
2017-03-17,unleaded95,3769,1.527
2017-03-16,unleaded95,3747,1.53
2017-03-15,unleaded95,3670,1.533
